brand,reviews.rating,reviews.text,reviews.title,reviews.username,wine_type,reviews.dateAdded
Jose Cuervo,4.0,This is a great product to beat the gain weight vs. no cold Margaritas in the Summer battle ! Good flavor and no calories. I usually squeeze a lime into the pitcher and they taste great !,Lo-Cal Margaritas,MVSBOSS,red,2017-09-06
Jose Cuervo,5.0,"Low price,great taste",Great taste,pammyf,red,2017-09-06
Jose Cuervo,5.0,Tastes great,Great product,Nate,red,2017-09-06
Jose Cuervo,5.0,It's a good tasting low cal mixer. You do not have to buy expensive tequila for it to taste good.,Tequila mixer,Quilter,red,2017-09-06
Jose Cuervo,3.0,"I didn't like this product when compared to Master of Mixes Lite. Jose Cuervo seemed flat with little or no tartness, and tasted artificial. Don't believe it contains any real lime juice.",Flat Artificial,AlanHS,red,2017-09-06
Jose Cuervo,4.0,"If the mouth of the bottle was bigger it would make it easier to get the product out after putting in the freezer. I'm sure other people do this making large batches. Once the tequila is mixed in, the mix melts quickly so placing in the freezer would speed up the process IF you could then get it out. Why only 4 stars.",Jose Cuervo Classic Lime Light Margarita Mix,Greatat48,red,2017-09-06
Jose Cuervo,5.0,since I started using this product cant hardly drink a margarita made with high calorie mixers. fortunately more folks in my Walmart area are also starting to use and now our local Walmart rarely doesn't have it....,"great taste, no calories",ermary,red,2017-09-06
Jose Cuervo,4.6,"I didn't like this product when compared to Master of Mixes Lite. Jose Cuervo seemed flat with little or no tartness, and tasted artificial. Don't believe it contains any real lime juice.",Flat & Artificial,AlanHS,red,2017-01-14
Jose Cuervo,4.6,It's a good tasting low cal mixer. You do not have to buy expensive tequila for it to taste good.,Tequila mixer,Quilter,red,2017-01-14
Jose Cuervo,4.6,"Low price,great taste",Great taste,pammyf,red,2017-01-14
Jose Cuervo,4.6,Love the taste. Very good.,Great product,BusyLady,red,2017-01-14
Jose Cuervo,4.6,Good refreshing drink and taste great with taco dip! A true summer treat!,Great sippin by the pool!,Happyconsumer,red,2017-01-14
Jose Cuervo,4.6,"If the mouth of the bottle was bigger it would make it easier to get the product out after putting in the freezer. I'm sure other people do this making large batches. Once the tequila is mixed in, the mix melts quickly so placing in the freezer would speed up the process IF you could then get it out. Why only 4 stars.",Jose Cuervo Classic Lime Light Margarita Mix,Greatat48,red,2017-01-14
Jose Cuervo,4.6,Tastes great!,Excellent!,Skulls2,red,2017-01-14
Jose Cuervo,4.6,Tastes great,Great product,Nate,red,2017-01-14
Jose Cuervo,4.6,since I started using this product cant hardly drink a margarita made with high calorie mixers. fortunately more folks in my Walmart area are also starting to use and now our local Walmart rarely doesn't have it....,"great taste, no calories",ermary,red,2017-01-14
Jose Cuervo,4.6,Taste great. But never enough in stock at the stores,Jose Cuervo Classic Lime Light Margarita Mix,jenny,red,2017-01-14
Jose Cuervo,4.6,This is a great product to beat the gain weight vs. no cold Margaritas in the Summer battle ! Good flavor and no calories. I usually squeeze a lime into the pitcher and they taste great !,Lo-Cal Margaritas,MVSBOSS,red,2017-01-14
Powell Mahoney,5.0,"I cannot find this in the stores, so glad Jet has it. This review was collected as part of a promotion.",Delicious!,Bud,red,2017-09-20
Powell Mahoney,5.0,My husband and I love the unique taste of this margarita mix.. Jet was the only place that offered this mix at a grate price.... The delivery was fast. We will continue to order from jet.. This review was collected as part of a promotion.,Great,dodge32,red,2017-09-20
Powell Mahoney,5.0,Add tequila or just seltzer and a slice of fresh lime to make a virgin margarita. It's great both ways! Perfect for summer entertaining! sweepstakes This review was collected as part of a promotion.,Excellent.,Matthew H,red,2017-09-20
Powell Mahoney,5.0,"By far the best mixer I have had the pleasure of tasting! Perfectly balanced sweet, tart, and citrus notes. It was so popular at a gathering that it didn't last past 30 minutes.",By far the best mixer I have had the pleasure of tasting,ByAmazon Customer,red,2017-07-28
Powell Mahoney,5.0,Excellent taste. No high fructose corn syrup.,Five Stars,ByWilliam P.,red,2017-07-28
Powell Mahoney,5.0,"Im a very picky Margarita drinker, I always make my own lime juice mix, but I decided to give this a try, and to tell you the Truth, the margaritas were awesome, not too sweet not to tart....taste really good!!!! I would buy again to make large batches.","the margaritas were awesome, not too sweet not to tart",ByMina,red,2017-07-28
Powell Mahoney,5.0,Some of the best tasting Margarita mix I have used. Highly recommend.,Great taste,ByHW,red,2017-07-28
Powell Mahoney,5.0,"This is the best margarita mix - not too sweet, everytime I host a party I serve this and people LOVE my margaritas!",This is the best margarita mix - not too sweet,ByDA,red,2017-07-28
Powell Mahoney,1.0,"Bought this for my parents. They said it was awful and tasted very chemical. They love margaritas, so I bought this after reading reviews. Won't do that again!","Gross, chemical taste.",ByMelissa Kelly,red,2017-07-28
Powell Mahoney,5.0,We bought our first bottle of Powell Mahoney margarita mix locally and decided it was the very best mix we ever had. Hard to find in local shops. Glad we found it on Amazon. All natural ingredients and hand crafted,P M Margarita mix is the best,ByDonna Ditaranto,red,2017-07-28
Powell Mahoney,5.0,"This is an excellent pre made mixer, without artificial taste. However, it is available in my grocery store for about half this price!",Very good,ByCB in VT,red,2017-07-28
Powell Mahoney,5.0,Tastes pretty good but you pay for it- too lazy to make my own mix fresh,Margaritas anyone,ByFootballer,red,2017-07-28
Powell Mahoney,5.0,"This margarita mix tastes soooo good :-) it's not too sweet unlike other brands. You don't need to add anything, just your tequila of choice and you're good to go.",Awesome margarita mix,ByElizabeth,red,2017-07-28
Powell Mahoney,5.0,one of the best but it takes to long to get,Five Stars,ByKindle Customer,red,2017-07-25
Powell Mahoney,5.0,Great natural margarita mix!,Five Stars,ByKindle Customer,red,2017-07-25
Powell Mahoney,5.0,Great margarita mix ad service,Five Stars,BySherri Allen,red,2017-07-25
Powell Mahoney,5.0,Very good mix!!,Good stuff,Bymelissa keasler,red,2017-07-25
Powell Mahoney,4.0,Great margarita,Four Stars,ByJrb,red,2017-07-25
Powell Mahoney,1.0,"Don't waste your money. Over-rated, over-priced. You could make your own by looking up an online recipe and wouldn't be able to tell the difference.",Nope.,ByPaul H.,red,2017-07-25
Powell Mahoney,5.0,"Do you love margaritas They are among the most popular adult beverages in America and many people rank them as their favorite alcoholic beverage of all. The right tequila can make a noticeable difference when mixing up a margarita, but the right mixer is important as well. And one of the best mixers available is Power Mahoney Margarita.I just got to know Powell Mahoney recently and I have been singing its praises ever since. This mix is every bit as delicious as the others in the Powell Mahoney lineup thanks in no small part to the all- natural ingredients used in the process. Have you taken a good look at the ingredients used in other mixers They're enough to make even the most tolerant person cringe. Even a really good tequila often cannot mask the taste of a bad mixer and I can think of many mixed drinks that I could barely finish due to a less-than-pleasant mixer base.With Powell Mahnoey Margarita mixer, you get the great, natural taste you desire with a good balance between the sweet and the sour. Pour a little into a glass and taste it all by itself. You will notice flavors of lime and a little bit of orange with an overall taste that leans toward the sour side but one that seems just right to match with a fine tequila. The taste is even good enough that some people might enjoy this mixer served with non- alcoholic combinations like soda water and even on the rocks with nothing added.Margaritas are popular drinks but even your favorite drink can lose its appeal if it contains a weak ingredient. With Powell Mahoney Margarita mixer, you get the great, natural, fresh citrus flavor that makes for the perfect mixed drink. Buy a bottle from this Vermont- based company and fall in love with your margarita, all over again.","Fresh, Natural Mixer for the Perfect Margarita",ByBryan Carey,red,2017-07-25
Powell Mahoney,5.0,"Excellent flavor, not at all sweet/syrupy like other mixes",Love it,ByKate Witten,red,2017-07-25
Powell Mahoney,5.0,Yum... over shaved ice with a lime wedge. It arrived so quickly to boot!,Five Stars,ByC. A. Knutson,red,2017-07-25
Angostura,5.0,FANTASTIC .........FROM THE 1800's To The 21st Century ..........Try It In The Drinks and Mixtures ..........IT Works !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,QUALITY BITTERS !!!!!!!!!!!!!!!!!!!!!!!!!,getitupandrunning9391144,red,2017-09-11
Bittermens,5.0,This is tge best bittera for tiki drinks you can get. It gives them that extra bust yoy need to make it over the top.,Best bitters,ByDavid Taigia,red,2017-08-05
Bittermens,5.0,"To the people who don't think things like bitters and muddled fruit don't make any difference in a drink, they couldn't be more wrong. This habenero shrub bitter adds a real dimension to the cocktail and anyone serious about their drink should have this.",Bittermen's Hellfire Habanero Shrub cocktail bitter,ByRina,red,2017-08-05
Bittermens,5.0,Love this product we've been using it almost nightly to make cocktails.,Delicious addition to cocktails.,ByCustomer Review,red,2017-08-05
